DJKEYX,DJBSCD,DJBUCD,DJEWNB,DJFANB,DJEXNB,DJGINA,DJJ2CD,DJKXST,DJERDT,DJEHDT,DJOVNB,DJO6CD,DJG8NA,DJMDOR,DJMDOS,DJMATI,DJMATN,DJNBHR,DJNBHS,DJGKVA,DJGLVA,DJGMVA,DJGNVA,DJJLST,DJLYTX,BOKEYX,BOACCD,BOJ1CD,BODES1,BODES2,BOJ2CD,BOCDFX,BOKACD,BOOPER,BOETAT,BOSEMC,BOKBCD,BODTCH,BODTEN,BODTRE,BODTAD,BODTRD,BODTAC,BODTAU,BOAUTO,BOREQX,BODEMD,BOA7NA,BOJ8CD,BOJ9CD,BOREFX,BOFITX,BOESTM,BODURE,BOMDOR,BOMDOS,BOMATI,BOMATN,BODOWN,BONBHR,BONBHS,BOHREM,BOFACT,BOJ7CD,BOLCH1,BOLCH2,BOLCH3,BOLCH4,BOCH1X,BOCH2X,BOCH3X,BOCH4X,BOIMPR,BOKEY1,BOKEY2,BOMFTX,BOM9CD,BONINB,BOGKVA,BOGLVA,BOGMVA,BOGNVA,BODHTX,CRTDAT,CRTYR,CRTMTH,CRTWK,CLSDAT,CLSMTH,CLSWK,DUEDAT,DUEYR,DUEMTH,DUEWK,REM_TIME,CNT,REMARK,CRTPER,CLSYR,CLSPER,DUEPER,TYPECAT,TYPECAT2,prevYN,shutYN,corrYN,modYN,runYN,DIV,UL,DESC_UL,FNCT,DESC_FNCT,DESC_EQ,CRIT,COND,DESC_TACHE,FREQ,T_EST,ATE,MET,EQUIPE,PRIO_BT,Ordre,ETAT_TRV,GRP,S_GRP,DUREE,MESURE,CLD,TYPE BT CLD,IND.TRV,ANNEE.DEBUT,ANNEE.FIN,FREQ.CLD,SEM.DEBUT,DERN.ENTR.CLD,CMPT,TYPE BT CMPT,TYPE CMPT,LAST CMPT,FRQ CMPT,ANTICIP CMPT,DATE LAST BT,CLND,ATE-MET,YEAR,WEEKNO,MONTH,EST_TIME
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,17,4,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,19,5,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,21,5,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,23,6,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,25,6,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,27,7,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,29,7,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,31,7,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,33,8,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,35,8,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,37,9,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,39,9,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,41,10,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,43,10,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,45,11,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,47,11,0.5
1731079,SMAGA,MAGA,0.5,0,1,N/A,1,6,1170828,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1731079,BAT1332,SDIV007,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,1,N/A,P,PR,2,35,N/A,1170804,1170804,1170901,1170828,0,0,1170804,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26.00,N/A,N/A,NORMAND DENOMMEE,N/A,0.5,.,0,0,0,0,0,0,0,934,N,SA-BATI,SGEN002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,132,101,B000833335,N/A,0,0,0,0,0,N/A,2017-08-04,2017,7,31,N/A,N/A,N/A,2017-08-28,2017,8,35,0.5,1,Fréquence annuelle standard: 26.00,2017-07,N/A,NA-NA,2017-07,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,132,SA-BATI,BATIMENT S&A,SGEN002,GÉNÉRAL BATIMENT,BATISSE GENERALE CSA,D,U,AJOUT DE LUNETTES DE SÉCURITÉ DANS POSTE DE LUNETTES,Fréquence annuelle standard: 26.00,0.5,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,.,N/A,O,P,S,2010,2999,002,01,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,49,12,0.5
